"ROW_NO","WAGES","EDUCATION","AGE","SEX","LANGUAGE"
"3179","12.6300001144409",,"50","Female","English"
"3180","6","11.8000001907349","19","Female","English"
"3181",,"8","71","Male","English"
"3182","16","10.6000003814697","47","Female","English"
"3183",,"12","37","Female","French"
"3184","11.5100002288818","13.1999998092651","36","Male","English"
"3185",,"12.5","63","Female","English"
"3186","15.8100004196167","9.5","51","Male","Other"
"3187",,"15","33","Male","Other"
"3188",,"16","40","Female","English"
"3189",,"11","48","Female","English"
"3190","27.9200000762939","19","34","Female","English"
"3191","30","10","51","Male","English"
"3192","14.210000038147","10.5","54","Female","French"
"3193",,"12.5","47","Male","English"
"3194",,"13","42","Male","English"
"3195",,"12","65","Male","Other"
"3196","27.1399993896484","12.8000001907349","35","Male","English"
"3197",,"15","35","Female","English"
"3198",,"12.5","59","Male","English"
"3199","30.3199996948242","12.6000003814697","56","Male","English"
"3200",,,"57","Female","NA"
"3201","27.8400001525879","12","45","Male","English"
"3202",,"12","71","Male","English"
"3203","11.9399995803833","14.6000003814697","34","Female","English"
"3204","12","15","26","Male","English"
"3205","28.8999996185303","17","55","Male","English"
"3206",,"9","52","Female","English"
"3207",,"17.1000003814697","50","Female","Other"
"3208","16.5","12","42","Male","English"
"3209","18.1599998474121","10.5","40","Female","English"
"3210","7","11.3000001907349","18","Male","English"
"3211","14","14","23","Male","English"
"3212",,"10","68","Male","Other"
"3213",,"14.3000001907349","20","Female","English"
"3214",,"5","81","Male","Other"
"3215",,,"42","Male","NA"
"3216","20.1599998474121","12","36","Female","NA"
"3217",,"11.5","34","Male","English"
"3218",,"8","57","Female","French"
"3219",,"16","59","Female","French"
"3220",,"13","37","Male","English"
"3221",,"13","30","Female","English"
"3222","16.7999992370605","10","52","Male","English"
"3223","20","10.5","51","Male","English"
"3224",,"8","66","Female","English"
"3225","12","15","36","Female","French"
"3226","8.76000022888184","18","23","Male","English"
"3227","8.19999980926514","13","57","Female","English"
"3228",,"20","35","Male","English"
"3229",,"12.5","69","Female","Other"
"3230","12.8699998855591","12.6999998092651","34","Female","French"
"3231","4.8899998664856","12","40","Male","Other"
"3232","15.5600004196167","13.3999996185303","48","Female","English"
"3233",,"10.1999998092651","16","Male","English"
"3234","17.4099998474121","16","29","Female","English"
"3235","9.72000026702881","12","51","Female","English"
"3236",,,"44","Male","English"
"3237","6.25","12","20","Female","English"
"3238",,"6","66","Female","French"
"3239","19.4599990844727","12.3999996185303","35","Male","French"
"3240",,"7","76","Female","English"
"3241",,"14.5","25","Male","English"
"3242","7","11","56","Female","English"
"3243",,"10","42","Male","English"
"3244","21.1399993896484","14","53","Male","Other"
"3245",,"5","63","Male","English"
"3246",,"16","62","Female","English"
"3247",,"12","27","Female","English"
"3248","23.7700004577637","9.5","65","Male","English"
"3249",,"15","38","Female","English"
"3250",,"11","17","Male","English"
"3251",,"8","57","Female","Other"
"3252","26.8799991607666",,"45","Female","English"
"3253",,"12","45","Female","English"
"3254",,"16","41","Male","Other"
"3255",,"11","35","Male","English"
"3256",,"10","71","Female","English"
"3257",,"9","80","Male","English"
"3258",,"12","40","Male","English"
"3259","25","15","47","Male","Other"
"3260","7","14","19","Female","English"
"3261",,"9","81","Female","English"
"3262","15.3299999237061","20","29","Male","English"
"3263","19.9500007629395","16","28","Male","English"
"3264",,"8","66","Female","English"
"3265","12.75","11","42","Male","Other"
"3266","25.1499996185303","16","42","Male","French"
"3267","12.0699996948242","10.5","37","Male","English"
"3268","9.13000011444092","15.6000003814697","19","Male","English"
"3269",,"8.5","56","Male","English"
"3270",,"16.5","70","Male","English"
"3271","9.64999961853027","13","37","Female","Other"
"3272",,"8","64","Female","Other"
"3273","12","12","34","Male","English"
"3274",,"6","38","Female","English"
"3275","6.5","10","16","Male","English"
"3276",,"7","61","Female","Other"
"3277",,"5","80","Female","French"
"3278",,"13","32","Female","English"
"3279","12","13","61","Female","English"
"3280",,"17","56","Female","English"
"3281",,"13","62","Male","French"
"3282",,"8","76","Female","Other"
"3283",,"16","93","Male","Other"
"3284","8","10","30","Female","French"
"3285","9.82999992370605","11.3000001907349","21","Female","English"
"3286",,"20","68","Male","English"
"3287",,"20","43","Female","English"
"3288",,"12","67","Male","English"
"3289","7.5","0","35","Female","Other"
"3290","14.3699998855591","1","58","Male","English"
"3291","6.5","12.3999996185303","25","Male","English"
"3292",,"14","33","Male","English"
"3293","19.6800003051758","10","40","Male","English"
"3294","36.689998626709",,"38","Male","Other"
"3295","9.5","13.5","22","Female","English"
"3296","6.67000007629395","16","23","Female","English"
"3297","23.0400009155273","17","39","Male","English"
"3298",,"16","34","Male","English"
"3299","16.7999992370605","14","37","Male","English"
"3300",,"12","60","Female","English"
"3301",,,"53","Male","NA"
"3302",,"10","83","Female","English"
"3303",,"10","47","Male","English"
"3304","15.8599996566772","10","31","Female","English"
"3305","28.7999992370605","8","54","Male","English"
"3306",,,"17","Male","English"
"3307",,"11.5","53","Female","Other"
"3308","17.6000003814697","12.5","40","Male","English"
"3309","10.1899995803833","12","27","Male","English"
"3310",,"13","65","Female","English"
"3311","13.0900001525879","6","59","Male","Other"
"3312","20.6399993896484","11","41","Male","English"
"3313","12.9200000762939","15","35","Female","English"
"3314","21.6000003814697","17.5","50","Male","French"
"3315","26.3999996185303","10.5","49","Male","English"
"3316",,"4","81","Female","Other"
"3317",,"12","46","Male","French"
"3318","6.75","15.5","22","Female","English"
"3319","12.7600002288818","12","31","Female","English"
"3320","8.5","15","32","Female","English"
"3321","16.8999996185303","10","53","Female","English"
"3322","9.11999988555908","13","30","Male","English"
"3323",,"9","36","Male","French"
"3324","7","13","40","Female","English"
"3325","11.5","11","30","Female","English"
"3326","17.9799995422363","17","34","Male","English"
"3327","26.3999996185303","14","33","Male","English"
"3328","10.3000001907349","10","42","Male","English"
"3329",,"9","80","Male","Other"
"3330",,"6","67","Female","Other"
"3331","16.7900009155273","12.5","38","Male","English"
"3332","11.6499996185303",,"25","Female","English"
"3333",,"12.5","28","Female","English"
"3334","13.2799997329712","12.5","54","Female","English"
"3335","11","15","28","Female","English"
"3336","6.69999980926514","14.1000003814697","26","Female","French"
"3337",,"10.3000001907349","26","Male","English"
"3338",,,"40","Male","English"
"3339","9.60000038146973","8.5","54","Female","English"
"3340",,"14.1999998092651","64","Female","English"
"3341",,"9","75","Female","French"
"3342","12.8000001907349","12","27","Female","English"
"3343",,"12","68","Female","English"
"3344",,"12","70","Female","Other"
"3345",,"11","17","Female","English"
"3346","23.4699993133545","13","36","Male","English"
"3347",,"13","70","Female","English"
"3348",,"9","77","Female","English"
"3349","11","10","41","Female","English"
"3350",,"5","71","Male","Other"
"3351","9.90999984741211","20","24","Female","English"
"3352","7","11","17","Male","English"
"3353",,"9","71","Female","French"
"3354",,"16","45","Female","French"
"3355",,"8","49","Male","French"
"3356","8.61999988555908","16","61","Female","English"
"3357",,"8","75","Male","English"
"3358","17.9799995422363","9","49","Male","French"
"3359","18","12","32","Male","Other"
"3360","19.1900005340576","13","53","Female","French"
"3361",,"11.8000001907349","18","Male","English"
"3362",,"20","43","Male","English"
"3363","25.6000003814697","12","44","Female","Other"
"3364",,"10","66","Female","English"
"3365","28.7999992370605","18","42","Male","English"
"3366",,"12","60","Male","Other"
"3367","24.8099994659424","12","52","Male","Other"
"3368",,"17","32","Female","Other"
"3369","18.2199993133545","15.5","23","Female","English"
"3370","38.4000015258789","19","45","Female","English"
"3371","7","15","48","Female","English"
"3372",,"7.40000009536743","42","Male","French"
"3373","17.2600002288818","12","28","Male","English"
"3374","6.5","11","37","Female","English"
"3375","9.5","11","20","Male","English"
"3376",,"16","41","Male","English"
"3377","12","11","29","Male","English"
"3378",,"10","71","Male","English"
"3379","9.02999973297119",,"36","Male","French"
"3380","11.9099998474121","13.3999996185303","30","Female","English"
"3381",,,"64","Male","NA"
"3382",,"11","61","Female","Other"
"3383",,"10","16","Male","English"
"3384","32.6399993896484","18","37","Male","English"
"3385","25.4400005340576","16.1000003814697","46","Female","English"
"3386",,"18","67","Female","French"
"3387","13.4399995803833","11.1000003814697","22","Female","English"
"3388",,"8","35","Female","English"
"3389",,"18","27","Male","English"
"3390","13.75","9","16","Male","English"
"3391","7.19999980926514","12","20","Male","English"
"3392","26.8799991607666","20","36","Male","English"
"3393","16.2999992370605","12","27","Male","English"
"3394",,"8","73","Male","English"
"3395","7.05999994277954","13","40","Female","English"
"3396",,"9","16","Male","English"
"3397","14.9700002670288","13","53","Male","English"
"3398","20.5","16","52","Female","English"
"3399","9.9399995803833","15.8999996185303","27","Female","English"
"3400",,"11.5","30","Female","English"
"3401","7.19999980926514","14","28","Female","English"
"3402",,"11","31","Female","English"
"3403","11.5200004577637","20","61","Male","English"
"3404","16.3199996948242","11.5","38","Male","English"
"3405",,"18","28","Male","English"
"3406",,"11","38","Female","Other"
"3407",,"12","77","Female","English"
"3408","10.3699998855591","15","39","Male","English"
"3409","15.4099998474121",,"31","Female","English"
"3410",,"8","80","Female","English"
"3411",,"4","63","Female","English"
"3412",,"11","66","Female","English"
"3413","14.3500003814697","14","49","Female","English"
"3414","10.5600004196167","8","51","Female","Other"
"3415",,"12","71","Female","English"
"3416",,"13.5","68","Female","English"
"3417","15.5299997329712","14","38","Male","English"
"3418","9.57999992370605","11","17","Female","English"
"3419",,"15","31","Male","English"
"3420","12.9499998092651","4","54","Male","English"
"3421","8.5","12","27","Female","English"
"3422",,"14.5","38","Male","French"
"3423",,"10","43","Male","French"
"3424","6.69999980926514","13","18","Male","English"
"3425","11.0699996948242","14","42","Male","English"
"3426","8.56999969482422",,"39","Female","Other"
"3427",,"12","24","Female","English"
"3428","10.4499998092651","8","31","Male","English"
"3429",,"15","57","Male","English"
"3430",,"16","28","Male","Other"
"3431","13.9899997711182","14","24","Female","English"
"3432",,"10.5","46","Female","English"
"3433","13.1700000762939","11","46","Female","French"
"3434",,"10","34","Female","French"
"3435","17.2800006866455","10","52","Male","English"
"3436",,"9","60","Female","English"
"3437","10.9300003051758","14","44","Male","English"
"3438","3.83999991416931","12","44","Male","English"
"3439","8.89999961853027","12","54","Male","English"
"5787","18.1599998474121","14.5","38","Male","English"
"5788",,"9.80000019073486","21","Female","English"
"5789","7.23999977111816","12.5","23","Female","English"
"5790","12.0699996948242","15.3000001907349","42","Female","English"
"5791",,"10","34","Female","English"
"5792","26.0200004577637","15","44","Female","Other"
"5793",,"16.3999996185303","26","Male","Other"
"5794","11.0600004196167","11","54","Female","English"
"5795","16","12","34","Male","English"
"5796","16.6399993896484","14","35","Female","English"
"5797","21.8400001525879","12","20","Female","English"
"5798","15.6700000762939","7","62","Male","English"
"5799","7.65999984741211","17","23","Female","English"
"5800","19.8400001525879","13.1000003814697","44","Male","English"
"5801",,"16.3999996185303","67","Male","English"
"5802",,"12","50","Male","English"
"5803","14.9799995422363","12","30","Male","English"
"5804","8.64999961853027","11","17","Female","English"
"5805","7","12","31","Female","English"
"5806",,"13","63","Female","Other"
"5807",,"11.1000003814697","41","Male","Other"
"5808",,"6","60","Male","English"
"5809","25.6000003814697","15","46","Male","English"
"5810",,"0","54","Male","Other"
"5811","21.9400005340576","15","46","Male","Other"
"5812","18.1100006103516","15","41","Male","English"
"5813","6.25","12","29","Female","Other"
"5814",,"12","63","Female","English"
"5815",,"14","77","Male","English"
"5816",,"14","46","Male","English"
"5817","13.3100004196167","13","36","Female","French"
"5818","19.2000007629395","14.5","44","Female","English"
"5819",,"12","67","Female","English"
"5820",,"16","58","Female","Other"
"5821",,"17","37","Male","English"
"5822","16.8299999237061","20","46","Male","English"
"5823",,"11","35","Female","English"
"5824","7","11","16","Male","English"
"5825","13.75","16.2999992370605","43","Male","Other"
"5826","21.7999992370605","10","50","Male","English"
"5827","40.4500007629395",,"48","Male","NA"
"5828","23.0400009155273","18","46","Male","English"
"5829","14.9700002670288","15","23","Male","English"
"5830","16.7299995422363","16","33","Male","English"
"5831",,"13","19","Female","English"
"5832","10","10.5","30","Female","English"
"5833","30.4899997711182","15","46","Male","Other"
"5834",,"9","56","Male","Other"
"5835","7","10","17","Female","English"
"5836","15.6499996185303","16","41","Female","English"
"5837",,"13","68","Female","English"
"5838",,"12","46","Male","English"
"5839","10.1400003433228","13.5","33","Male","English"
"5840","10.5100002288818","13.3000001907349","42","Female","English"
"5841",,"15","33","Male","English"
"5842",,"12","74","Male","English"
"5843",,"14","27","Female","English"
"5844",,"8","73","Female","English"
"5845","27.3899993896484","17","48","Male","English"
"5846","21.1200008392334","17","44","Male","English"
"5847",,"8","54","Male","English"
"5848",,"13","61","Male","Other"
"5849",,"3","47","Female","Other"
"5850",,"10","54","Female","English"
"5851",,"12","29","Male","English"
"5852","22.3400001525879","16","24","Female","English"
"5853","10.9700002670288","14","39","Female","Other"
"5854",,"8.5","32","Female","English"
"5855","20.1599998474121","12.5","27","Female","English"
"5856","39.8400001525879","18","58","Female","English"
"5857","12.6700000762939","12","45","Female","English"
"5858","5","11.5","58","Female","English"
"5859",,"14","52","Female","English"
"5860","11","11","45","Female","English"
"5861",,"11","39","Male","English"
"5862","24","17","49","Male","English"
"5863",,"9","24","Male","English"
"5864","22.3999996185303","16.5","31","Male","English"
"5865",,"11","59","Male","Other"
"5866","18","14","25","Male","English"
"5867",,"4","57","Female","Other"
"5868","14.3500003814697","6","46","Male","Other"
"5869",,"20","53","Female","English"
"5870","4.65000009536743","14","21","Male","English"
"5871","14","14","28","Male","English"
"5872","18.2700004577637","12.5","40","Male","English"
"5873","16.7999992370605","13","49","Male","English"
"5874",,"8","61","Female","English"
"5875","7.25","9","34","Female","English"
"5876","15.8400001525879","13","55","Female","English"
"5877",,"9","16","Male","English"
"5878",,"11","17","Male","English"
"5879","19.9099998474121","12.5","48","Female","Other"
"5880","10.9700002670288","13","27","Female","English"
"5881","10","8","50","Male","English"
"5882","23.9899997711182",,"33","Male","English"
"5883","6.34999990463257","14.5","19","Female","English"
"5884",,"9","78","Male","English"
"5885","6.57999992370605","12","19","Female","English"
"5886",,"8","71","Male","Other"
"5887","22.25","10.5","55","Male","English"
"5888",,,"27","Female","English"
"5889",,"13","47","Male","English"
"5890","21","8","56","Male","Other"
"5891","14.3999996185303","11.5","54","Female","English"
"5892",,"11","51","Female","English"
"5893","26.3999996185303","11","40","Male","English"
"5894","24","17.1000003814697","36","Male","English"
"5895","19.2000007629395","10","49","Male","Other"
"5896",,"8","58","Female","Other"
"5897",,"10","83","Female","English"
"5898","12.5","11","59","Female","English"
"5899","31.4300003051758","17.5","36","Male","English"
"5900",,,"42","Male","NA"
"5901","6.73999977111816","13","19","Male","English"
"5902","8.31999969482422","14","32","Female","English"
"5903",,"11","83","Female","French"
"5904","8.85999965667725","12","29","Male","English"
"5905","7.69999980926514","14.6000003814697","21","Male","English"
"5906","24.4400005340576","13.5","43","Male","English"
"5907",,"5","72","Female","Other"
"5908","19.5","14","45","Male","Other"
"5909","9.60999965667725","17","31","Male","English"
"5910","6.53000020980835","19","67","Male","English"
"5911","12.0299997329712","14.5","33","Female","English"
"5912","30.2700004577637","17","41","Male","English"
"5913","15","11","52","Male","English"
"5914","7.48999977111816","15","21","Female","English"
"5915","5.55999994277954",,"31","Male","English"
"5916",,"12","42","Male","English"
"5917",,"12","25","Male","Other"
"5918","9","12","42","Male","English"
"5919","6.69999980926514","12","18","Female","English"
"5920","12","8","43","Male","English"
"5921","9.15999984741211","6","42","Male","Other"
"5922",,"0","66","Female","English"
"5923","7.15999984741211","11","29","Female","English"
"5924",,"11","55","Male","English"
"5925","17.0799999237061","12","30","Male","English"
"5926",,"12","35","Male","Other"
"5927",,"9","72","Male","English"
"5928","7.40000009536743","14","22","Male","English"
"5929","16.7900009155273","10.5","33","Female","English"
"5930",,"16","65","Male","English"
"5931","9.02000045776367","15.5","21","Female","English"
"5932","17.1800003051758","11","34","Male","English"
"5933","47.2599983215332","17.2999992370605","42","Male","English"
"5934","13.9700002670288","11","47","Male","English"
"5935","7.42000007629395","11","19","Female","English"
"5936",,"10","40","Male","English"
"5937",,"20","51","Female","English"
"5938","12.5","10","49","Female","Other"
"5939","14.3699998855591","14","27","Female","English"
"5940",,"15","32","Female","English"
"5941",,"15","42","Male","English"
"5942",,"12","85","Female","Other"
"5943","10.5100002288818","13","27","Female","French"
"5944",,"16.5","68","Female","English"
"5945",,"12","42","Male","English"
"5946",,"16","36","Male","English"
"5947",,,"16","Female","NA"
"5948",,"9.5","34","Female","English"
"5949","34.2299995422363","18","26","Male","NA"
"5950","16.25","14","57","Female","French"
"5951",,"13","58","Female","English"
"5952","14.6300001144409","13","59","Female","English"
"5953",,"7","70","Female","French"
"5954",,"13","39","Female","English"
"5955","12.5100002288818","14.5","35","Female","English"
"5956","7.13000011444092","12","46","Female","English"
"5957","17.8799991607666","12","37","Female","French"
"5958",,"15.5","38","Female","Other"
"5959","6.69999980926514","13.8000001907349","20","Female","English"
"5960",,"14","29","Female","English"
"5961","13.9499998092651","10","35","Female","English"
"5962","18.6499996185303","13","55","Female","English"
"5963",,"16","61","Female","English"
"5964","14.9399995803833","11","45","Female","English"
"5965","7.07999992370605","12","49","Female","English"
"5966","16.9599990844727","12.1000003814697","39","Female","English"
"5967","12.7299995422363","9","57","Female","Other"
"5968",,"10","50","Male","English"
"5969","8.5","8","64","Male","Other"
"5970","16.5100002288818","4.5","52","Male","English"
"5971","7","9","39","Female","English"
"5972","22.4500007629395","13","28","Male","English"
"5973","13","12.6000003814697","35","Female","English"
"5974","23.0400009155273","13","31","Male","English"
"5975","7","10","16","Male","English"
"5976","20","11","56","Male","English"
"5977",,"8","72","Male","Other"
"5978","29.6200008392334","17","42","Female","English"
"5979","16.2999992370605","16.3999996185303","29","Female","English"
"5980","16.5900001525879","16","44","Male","English"
"5981",,"12","82","Female","English"
"5982",,"12","34","Male","French"
"5983",,"17","41","Female","Other"
"5984","10","12","33","Male","Other"
"5985",,"0","80","Male","Other"
"5986","21.0599994659424","13","60","Female","English"
"5987",,"12","25","Female","French"
"5988","10.25","12","63","Female","Other"
"5989","9.38000011444092","10.5","34","Male","French"
"5990",,"16","48","Female","English"
"5991","26.2700004577637","18","34","Male","English"
"5992","12.3699998855591","13.3000001907349","25","Female","English"
"5993","22.3799991607666","11.5","46","Male","English"
"5994","7.88000011444092","13","20","Female","English"
"5995",,"10.5","52","Female","Other"
"5996",,"10","65","Female","Other"
"5997",,"10.5","60","Male","Other"
"5998","15.7299995422363","15.6000003814697","39","Female","Other"
"5999","7.07999992370605","13","19","Male","English"
"4294","15.9099998474121","15","57","Female","Other"
"4295","4.80000019073486","13","18","Male","English"
"4296","7.19999980926514","13.6999998092651","20","Male","English"
"4297",,"9","74","Female","English"
"4298",,"15","61","Female","English"
"4299","9.4399995803833","11","17","Male","English"
"4300","36.7000007629395","16","32","Female","English"
"4301","24",,"58","Male","NA"
"4302",,"13","68","Female","English"
"4303","14.8500003814697","13","28","Female","English"
"4304","13.0100002288818","11.5","29","Male","English"
"4305","28.3199996948242","20","47","Male","English"
"4306",,"3","57","Female","Other"
"4307","22.5900001525879","15","29","Female","French"
"4308","13.3999996185303","12","46","Female","Other"
"4309",,"10","52","Female","French"
"4310","19.2000007629395","17","44","Male","NA"
"4311","14.8500003814697","12","39","Male","French"
"4312",,"15","43","Female","English"
"4313","7.75","17","23","Female","English"
"4314",,"15","26","Female","French"
"4315",,"11","36","Male","English"
"4316",,"8","59","Male","English"
"4317","32.1599998474121","13","48","Male","English"
"4318","8","13","30","Female","English"
"4319","10","9","25","Male","Other"
"4320","11.8999996185303","15","34","Male","English"
"4321","33.5999984741211","13","41","Male","English"
"4322",,"14.6000003814697","25","Female","English"
"4323",,"16","80","Female","Other"
"4324","9","16","21","Male","English"
"4325",,"10","67","Female","NA"
"4326",,"14","72","Female","English"
"4327","4.84000015258789","10","34","Female","English"
"4328","24","13","32","Male","French"
"4329","16.6599998474121","15","47","Female","English"
"4330","40.3499984741211","11","36","Female","English"
"4331","29.1399993896484","15","30","Female","Other"
"4332",,"13","73","Female","English"
"4333","7.98999977111816","12","19","Female","English"
"4334",,"13.5","31","Female","English"
"4335","7","12","23","Male","French"
"4336","17.8999996185303","9","42","Male","English"
"4337",,"13","68","Female","English"
"4338","13.8100004196167","8","50","Female","English"
"4339",,,"43","Male","Other"
"4340",,"11","28","Female","English"
"4341",,"10","50","Male","English"
"4342",,"15","57","Female","English"
"4343",,"15","30","Female","English"
"4344","8.01000022888184","9.5","20","Female","English"
"4345","8","13","48","Female","English"
"4346","20.5699996948242","12.5","42","Female","English"
"4347",,"14","54","Female","Other"
"4348",,"15","48","Female","English"
"4349","7","12","52","Female","English"
"4350","14.9700002670288","15","26","Female","English"
"4351",,"10","33","Male","English"
"4352","11",,"22","Female","NA"
"4353",,,"74","Female","NA"
"4354",,"10.5","38","Male","English"
"4355","6.30000019073486","17","25","Female","English"
"4356",,"10","24","Female","English"
"4357",,"17.5","38","Female","French"
"4358","7","12.5","21","Female","English"
"4359","10","20","45","Male","Other"
"4360",,"6","54","Male","English"
"4361",,"19","85","Male","Other"
"4362","18","12","48","Male","English"
"4363","18.9099998474121","14","53","Male","English"
"4364","9.5","12.5","22","Male","French"
"4365","7","15.5","22","Male","English"
"4366","10.0799999237061","12","43","Female","English"
"4367",,"11","71","Male","English"
"4368",,"13","66","Male","English"
"4369","10","14.3000001907349","31","Female","Other"
"4370",,"14","78","Female","English"
"4371","7.30000019073486","14","25","Female","English"
"4372","17.4400005340576","12","30","Male","English"
"4373",,"13","37","Male","English"
"4374",,"10","16","Male","English"
"4375","10.3599996566772","16","25","Female","English"
"4376",,"8","64","Male","English"
"4377","18.5300006866455","14","30","Male","English"
"4378",,"20","37","Male","English"
"4379",,"12.5","47","Male","English"
"4380","7.44999980926514","10","42","Male","English"
"4381",,"15","53","Male","English"
"4382",,"4","62","Female","Other"
"4383",,"10","74","Female","English"
"4384",,"11","48","Female","English"
"4385","13.710000038147","12","39","Female","English"
"4386","14.5100002288818","14","26","Female","English"
"4387","20.1599998474121","16","51","Male","French"
"4388","6.67000007629395","13.6000003814697","20","Female","English"
"4389","12.1000003814697","15.8000001907349","37","Female","English"
"4390","6.96999979019165","13","38","Female","English"
"4391","18.9200000762939","14","31","Male","English"
"4392","26.3600006103516","17.2999992370605","50","Male","English"
"4393",,"10","61","Female","English"
"4394",,"8","71","Female","English"
"4395","5.80000019073486","15.5","21","Female","English"
"4396","9.60000038146973","14","30","Female","English"
"4397","15.6999998092651","15.1000003814697","25","Male","English"
"4398",,"6","65","Male","French"
"4399",,"10","71","Male","English"
"4400",,"5","53","Male","Other"
"4401","19.6000003814697","11.1000003814697","53","Male","English"
"4402",,,"40","Male","English"
"4403",,"8","66","Female","English"
"4404",,"18","26","Male","English"
"4405","20.2600002288818","13.5","34","Female","English"
"4406",,"8","58","Female","English"
"4407",,"12","52","Female","English"
"4408","36.6699981689453","12","38","Female","English"
"4409",,"16","35","Male","English"
"4410",,"8","65","Male","English"
"4411","22.1800003051758","19.1000003814697","35","Female","English"
"4412","9.5","17","25","Female","English"
"4413","15.3599996566772","20","46","Male","English"
"4414",,"11","75","Male","Other"
"4415",,,"76","Female","English"
"4416",,"8","37","Female","Other"
"4417","6.96999979019165","15.3000001907349","27","Female","English"
"4418",,"10","36","Female","English"
"4419","10.1599998474121","12.5","36","Female","French"
"4420","10.1599998474121","12","33","Female","Other"
"4421","7.5","12","34","Female","English"
"4422","7","12.1000003814697","30","Female","NA"
"4423",,"3","58","Male","English"
"4424","28","18","69","Male","French"
"4425",,"13","70","Female","English"
"4426","24.4799995422363","12","46","Male","English"
"4427",,"8","58","Female","Other"
"4428","9.63000011444092","10","46","Female","Other"
"4429","6.71999979019165","14","47","Female","Other"
"4430","18.6800003051758","14","36","Male","French"
"4431",,"13","69","Female","French"
"4432",,"12","50","Female","Other"
"4433",,"13","43","Female","English"
"4434","13.5","13","26","Female","French"
"4435","9.36999988555908","15.5","22","Female","French"
"4436",,"12.8999996185303","45","Female","Other"
"4437","16",,"27","Male","NA"
"4438","7.36999988555908","18","28","Male","French"
"4439","11.5799999237061","14","28","Male","English"
"4440",,"11.8000001907349","19","Male","English"
"4441",,"9","70","Male","Other"
"4442","7.5","10","24","Female","English"
"4443",,"15","44","Female","English"
"4444",,"8","81","Male","Other"
"4445",,"11.5","34","Male","English"
"4446","10","15","36","Male","English"
"4447","20.8500003814697",,"45","Female","English"
"4448","19.6599998474121",,"34","Female","English"
"4449","19.9300003051758","11","61","Male","Other"
"4450",,"14","75","Female","Other"
"4451",,"14.1000003814697","23","Female","English"
"4452","6","12","66","Female","English"
"4453",,"15","39","Female","English"
"4454","12.1199998855591","11.6000003814697","30","Male","English"
"4455","11.5200004577637","12","54","Female","English"
"4456","6.25","12","18","Male","English"
"4457",,"10","80","Female","English"
"4458",,"8","68","Male","Other"
"4459",,"16","40","Female","English"
"4460",,"10","32","Male","English"
"4461","16.3199996948242","13","42","Male","English"
"4462","20","15.5","56","Male","English"
"4463","4.26000022888184","12","18","Male","English"
"4464","8.26000022888184","12.5","22","Male","English"
"4465","7.61999988555908","12","21","Male","English"
"4466",,"11","17","Male","English"
"4467",,"10","18","Male","English"
"4468","9","12.5","35","Male","English"
"4469","14.6300001144409","13","29","Female","English"
"4470",,"10","47","Male","Other"
"4471","34.560001373291","17","30","Male","English"
"4472",,"9.10000038146973","39","Male","English"
"4473",,"14","67","Male","English"
"4474",,"12.5","29","Female","English"
"4475","10.6300001144409","14","24","Male","English"
"4476",,"13.6000003814697","21","Male","English"
"4477","9.6899995803833","8","49","Female","Other"
"4478","8","14.5","25","Male","English"
"4479",,"13","50","Female","English"
"4480",,"12.6000003814697","39","Female","English"
"4481",,"13","80","Female","English"
"4482",,"12","35","Female","Other"
"4483",,"13","71","Female","English"
"4484","7","12","19","Male","English"
"4485",,"18","26","Male","NA"
"4486","21.4500007629395","15","48","Male","English"
"4487","20","13.5","49","Male","English"
"4488","12.1400003433228","12","41","Female","English"
"4489","33.2799987792969","18","48","Male","French"
"4490","10.3400001525879",,"40","Female","English"
"4491","16","12","32","Male","English"
"4492","12","9","46","Male","English"
"4493","14.8299999237061","15","46","Male","English"
"4494",,"13.5","47","Female","English"
"4495",,"11","39","Female","English"
"4496",,"14","44","Female","English"
"4497",,"13.5","65","Female","English"
"4498",,"13","33","Male","Other"
"4499",,"13","43","Female","English"
"4500",,"10","43","Male","English"
"4501","20.0100002288818","13","51","Male","English"
"4502","20","20","29","Female","French"
"4503",,"9","76","Female","English"
"4504",,"8","56","Female","Other"
"4505",,"10","17","Male","Other"
"4506",,"8","82","Female","French"
"4507","13.3100004196167","13","34","Female","English"
"4508",,"8","47","Female","English"
"4509","13","10","58","Male","English"
"4510","13.0900001525879","16","49","Female","English"
"4511","12.3599996566772","14","26","Female","English"
"4512","9.38000011444092","14.8999996185303","46","Female","English"
"4513","18.6100006103516","12.5","49","Female","English"
"4514","22.5","6.5","44","Male","Other"
"4515","23.4200000762939","13","20","Female","English"
"4516",,"13.5","29","Female","English"
"4517",,"19","33","Female","Other"
"4518","19.2000007629395","16","39","Male","English"
"4519",,"16","55","Female","English"
"4520",,"10","73","Male","English"
"4521","16.2000007629395","9","27","Male","English"
"4522","7.5","10","45","Female","English"
"4523",,"8","63","Male","Other"
"4524",,"12","76","Female","Other"
"4525","21.4200000762939","12.5","39","Male","French"
"4526","7.19999980926514","13.6000003814697","23","Male","English"
"4527","20.7999992370605","12","43","Male","English"
"4528",,"12.5","39","Female","English"
"4529",,"11","20","Female","English"
"4530","23.0400009155273","15","43","Male","English"
"4531",,"8","68","Female","Other"
"4532","17.5","12","31","Male","English"
"4533","18.6399993896484","14","45","Male","English"
"4534","19.5799999237061","16.2000007629395","24","Male","English"
"4535","14.8699998855591","15","43","Female","French"
